"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/10/17","00:00","0.454","-","1.6"
"2023/10/17","00:06","0.53","-","1.7"
"2023/10/17","00:12","0.614","-","1.83"
"2023/10/17","00:18","0.707","-","1.96"
"2023/10/17","00:24","0.809","-","2.1"
"2023/10/17","00:30","0.919","-","2.22"
"2023/10/17","00:36","1.037","-","2.33"
"2023/10/17","00:42","1.162","-","2.47"
"2023/10/17","00:48","1.294","-","2.61"
"2023/10/17","00:54","1.432","-","2.77"
"2023/10/17","01:00","1.576","-","2.93"
"2023/10/17","01:06","1.724","-","3.07"
"2023/10/17","01:12","1.878","-","3.19"
"2023/10/17","01:18","2.035","-","3.34"
"2023/10/17","01:24","2.196","-","3.49"
"2023/10/17","01:30","2.36","-","3.65"
"2023/10/17","01:36","2.525","-","3.8"
"2023/10/17","01:42","2.693","-","3.93"
"2023/10/17","01:48","2.861","-","4.09"
"2023/10/17","01:54","3.031","-","4.27"
"2023/10/17","02:00","3.2","-","4.46"
"2023/10/17","02:06","3.369","-","4.63"
"2023/10/17","02:12","3.537","-","4.79"
"2023/10/17","02:18","3.704","-","4.94"
"2023/10/17","02:24","3.869","-","5.1"
"2023/10/17","02:30","4.032","-","5.25"
"2023/10/17","02:36","4.193","-","5.44"
"2023/10/17","02:42","4.352","-","5.63"
"2023/10/17","02:48","4.508","-","5.78"
"2023/10/17","02:54","4.66","-","5.94"
"2023/10/17","03:00","4.81","-","6.1"
"2023/10/17","03:06","4.955","-","6.24"
"2023/10/17","03:12","5.097","-","6.38"
"2023/10/17","03:18","5.235","-","6.52"
"2023/10/17","03:24","5.369","-","6.66"
"2023/10/17","03:30","5.498","-","6.8"
"2023/10/17","03:36","5.623","-","6.94"
"2023/10/17","03:42","5.742","-","7.07"
"2023/10/17","03:48","5.856","-","7.21"
"2023/10/17","03:54","5.965","-","7.33"
"2023/10/17","04:00","6.068","-","7.43"
"2023/10/17","04:06","6.165","-","7.51"
"2023/10/17","04:12","6.255","-","7.61"
"2023/10/17","04:18","6.339","-","7.69"
"2023/10/17","04:24","6.417","-","7.8"
"2023/10/17","04:30","6.487","-","7.89"
"2023/10/17","04:36","6.549","-","7.96"
"2023/10/17","04:42","6.604","-","8.01"
"2023/10/17","04:48","6.651","-","8.05"
"2023/10/17","04:54","6.69","-","8.08"
"2023/10/17","05:00","6.721","-","8.09"
"2023/10/17","05:06","6.743","-","8.13"
"2023/10/17","05:12","6.757","-","8.15"
"2023/10/17","05:18","6.762","-","8.16"
"2023/10/17","05:24","6.758","-","8.16"
"2023/10/17","05:30","6.745","-","8.14"
"2023/10/17","05:36","6.723","-","8.11"
"2023/10/17","05:42","6.693","-","8.07"
"2023/10/17","05:48","6.654","-","8.02"
"2023/10/17","05:54","6.606","-","7.95"
"2023/10/17","06:00","6.55","-","7.88"
"2023/10/17","06:06","6.486","-","7.79"
"2023/10/17","06:12","6.413","-","7.7"
"2023/10/17","06:18","6.333","-","7.6"
"2023/10/17","06:24","6.245","-","7.48"
"2023/10/17","06:30","6.15","-","7.37"
"2023/10/17","06:36","6.048","-","7.25"
"2023/10/17","06:42","5.939","-","7.15"
"2023/10/17","06:48","5.824","-","7.03"
"2023/10/17","06:54","5.704","-","6.9"
"2023/10/17","07:00","5.578","-","6.76"
"2023/10/17","07:06","5.447","-","6.6"
"2023/10/17","07:12","5.312","-","6.47"
"2023/10/17","07:18","5.172","-","6.34"
"2023/10/17","07:24","5.03","-","6.21"
"2023/10/17","07:30","4.883","-","6.05"
"2023/10/17","07:36","4.735","-","5.9"
"2023/10/17","07:42","4.584","-","5.75"
"2023/10/17","07:48","4.431","-","5.61"
"2023/10/17","07:54","4.277","-","5.46"
"2023/10/17","08:00","4.122","-","5.28"
"2023/10/17","08:06","3.967","-","5.13"
"2023/10/17","08:12","3.812","-","4.98"
"2023/10/17","08:18","3.657","-","4.84"
"2023/10/17","08:24","3.503","-","4.68"
"2023/10/17","08:30","3.35","-","4.51"
"2023/10/17","08:36","3.199","-","4.35"
"2023/10/17","08:42","3.05","-","4.2"
"2023/10/17","08:48","2.904","-","4.05"
"2023/10/17","08:54","2.76","-","3.9"
"2023/10/17","09:00","2.619","-","3.76"
"2023/10/17","09:06","2.482","-","3.62"
"2023/10/17","09:12","2.348","-","3.48"
"2023/10/17","09:18","2.218","-","3.35"
"2023/10/17","09:24","2.093","-","3.21"
"2023/10/17","09:30","1.971","-","3.07"
"2023/10/17","09:36","1.855","-","2.95"
"2023/10/17","09:42","1.743","-","2.82"
"2023/10/17","09:48","1.636","-","2.7"
"2023/10/17","09:54","1.535","-","2.59"
"2023/10/17","10:00","1.439","-","2.47"
"2023/10/17","10:06","1.348","-","2.36"
"2023/10/17","10:12","1.264","-","2.27"
"2023/10/17","10:18","1.186","-","2.19"
"2023/10/17","10:24","1.113","-","2.11"
"2023/10/17","10:30","1.048","-","2.03"
"2023/10/17","10:36","0.989","-","1.94"
"2023/10/17","10:42","0.937","-","1.86"
"2023/10/17","10:48","0.891","-","1.8"
"2023/10/17","10:54","0.854","-","1.76"
"2023/10/17","11:00","0.823","-","1.74"
"2023/10/17","11:06","0.801","-","1.72"
"2023/10/17","11:12","0.786","-","1.67"
"2023/10/17","11:18","0.78","-","1.66"
"2023/10/17","11:24","0.782","-","1.62"
"2023/10/17","11:30","0.792","-","1.62"
"2023/10/17","11:36","0.811","-","1.64"
"2023/10/17","11:42","0.839","-","1.67"
"2023/10/17","11:48","0.876","-","1.7"
"2023/10/17","11:54","0.922","-","1.77"
"2023/10/17","12:00","0.977","-","1.84"
"2023/10/17","12:06","1.042","-","1.91"
"2023/10/17","12:12","1.115","-","1.99"
"2023/10/17","12:18","1.197","-","2.06"
"2023/10/17","12:24","1.288","-","2.16"
"2023/10/17","12:30","1.387","-","2.28"
"2023/10/17","12:36","1.495","-","2.4"
"2023/10/17","12:42","1.611","-","2.53"
"2023/10/17","12:48","1.735","-","2.64"
"2023/10/17","12:54","1.866","-","2.77"
"2023/10/17","13:00","2.004","-","2.9"
"2023/10/17","13:06","2.149","-","3.05"
"2023/10/17","13:12","2.299","-","3.19"
"2023/10/17","13:18","2.455","-","3.33"
"2023/10/17","13:24","2.615","-","3.47"
"2023/10/17","13:30","2.779","-","3.64"
"2023/10/17","13:36","2.947","-","3.8"
"2023/10/17","13:42","3.118","-","3.96"
"2023/10/17","13:48","3.291","-","4.12"
"2023/10/17","13:54","3.466","-","4.27"
"2023/10/17","14:00","3.642","-","4.43"
"2023/10/17","14:06","3.819","-","4.59"
"2023/10/17","14:12","3.995","-","4.76"
"2023/10/17","14:18","4.171","-","4.92"
"2023/10/17","14:24","4.346","-","5.09"
"2023/10/17","14:30","4.519","-","5.28"
"2023/10/17","14:36","4.69","-","5.46"
"2023/10/17","14:42","4.859","-","5.63"
"2023/10/17","14:48","5.025","-","5.82"
"2023/10/17","14:54","5.188","-","5.96"
"2023/10/17","15:00","5.347","-","6.12"
"2023/10/17","15:06","5.503","-","6.29"
"2023/10/17","15:12","5.654","-","6.43"
"2023/10/17","15:18","5.802","-","6.62"
"2023/10/17","15:24","5.945","-","6.78"
"2023/10/17","15:30","6.083","-","6.92"
"2023/10/17","15:36","6.216","-","7.06"
"2023/10/17","15:42","6.344","-","7.19"
"2023/10/17","15:48","6.466","-","7.33"
"2023/10/17","15:54","6.583","-","7.45"
"2023/10/17","16:00","6.695","-","7.59"
"2023/10/17","16:06","6.8","-","7.72"
"2023/10/17","16:12","6.9","-","7.84"
"2023/10/17","16:18","6.992","-","7.94"
"2023/10/17","16:24","7.079","-","8.05"
"2023/10/17","16:30","7.158","-","8.13"
"2023/10/17","16:36","7.23","-","8.23"
"2023/10/17","16:42","7.295","-","8.3"
"2023/10/17","16:48","7.353","-","8.35"
"2023/10/17","16:54","7.403","-","8.43"
"2023/10/17","17:00","7.444","-","8.5"
"2023/10/17","17:06","7.478","-","8.55"
"2023/10/17","17:12","7.503","-","8.57"
"2023/10/17","17:18","7.52","-","8.58"
"2023/10/17","17:24","7.528","-","8.57"
"2023/10/17","17:30","7.527","-","8.56"
"2023/10/17","17:36","7.517","-","8.55"
"2023/10/17","17:42","7.498","-","8.54"
"2023/10/17","17:48","7.47","-","8.49"
"2023/10/17","17:54","7.433","-","8.46"
"2023/10/17","18:00","7.388","-","8.41"
"2023/10/17","18:06","7.333","-","8.33"
"2023/10/17","18:12","7.269","-","8.24"
"2023/10/17","18:18","7.197","-","8.15"
"2023/10/17","18:24","7.116","-","8.04"
"2023/10/17","18:30","7.027","-","7.93"
"2023/10/17","18:36","6.93","-","7.82"
"2023/10/17","18:42","6.825","-","7.69"
"2023/10/17","18:48","6.712","-","7.58"
"2023/10/17","18:54","6.593","-","7.47"
"2023/10/17","19:00","6.466","-","7.35"
"2023/10/17","19:06","6.334","-","7.2"
"2023/10/17","19:12","6.195","-","7.05"
"2023/10/17","19:18","6.051","-","6.9"
"2023/10/17","19:24","5.901","-","6.75"
"2023/10/17","19:30","5.747","-","6.61"
"2023/10/17","19:36","5.588","-","6.45"
"2023/10/17","19:42","5.426","-","6.31"
"2023/10/17","19:48","5.261","-","6.14"
"2023/10/17","19:54","5.092","-","5.97"
"2023/10/17","20:00","4.921","-","5.8"
"2023/10/17","20:06","4.749","-","5.62"
"2023/10/17","20:12","4.574","-","5.44"
"2023/10/17","20:18","4.399","-","5.28"
"2023/10/17","20:24","4.223","-","5.1"
"2023/10/17","20:30","4.047","-","4.91"
"2023/10/17","20:36","3.872","-","4.74"
"2023/10/17","20:42","3.697","-","4.54"
"2023/10/17","20:48","3.523","-","4.37"
"2023/10/17","20:54","3.351","-","4.21"
"2023/10/17","21:00","3.181","-","4.04"
"2023/10/17","21:06","3.013","-","3.88"
"2023/10/17","21:12","2.847","-","3.71"
"2023/10/17","21:18","2.685","-","3.54"
"2023/10/17","21:24","2.526","-","3.38"
"2023/10/17","21:30","2.37","-","3.22"
"2023/10/17","21:36","2.219","-","3.07"
"2023/10/17","21:42","2.071","-","2.92"
"2023/10/17","21:48","1.928","-","2.78"
"2023/10/17","21:54","1.789","-","2.64"
"2023/10/17","22:00","1.655","-","2.49"
"2023/10/17","22:06","1.526","-","2.37"
"2023/10/17","22:12","1.402","-","2.24"
"2023/10/17","22:18","1.284","-","2.12"
"2023/10/17","22:24","1.171","-","2"
"2023/10/17","22:30","1.064","-","1.89"
"2023/10/17","22:36","0.963","-","1.78"
"2023/10/17","22:42","0.867","-","1.65"
"2023/10/17","22:48","0.778","-","1.55"
"2023/10/17","22:54","0.696","-","1.46"
"2023/10/17","23:00","0.62","-","1.38"
"2023/10/17","23:06","0.551","-","1.31"
"2023/10/17","23:12","0.489","-","1.24"
"2023/10/17","23:18","0.434","-","1.17"
"2023/10/17","23:24","0.387","-","1.12"
"2023/10/17","23:30","0.348","-","1.07"
"2023/10/17","23:36","0.316","-","1.02"
"2023/10/17","23:42","0.292","-","1"
"2023/10/17","23:48","0.277","-","0.98"
"2023/10/17","23:54","0.27","-","0.98"
"2023/10/18","00:00","0.272","-","0.98"
"2023/10/18","00:06","0.282","-","0.99"
"2023/10/18","00:12","0.302","-","1.03"
"2023/10/18","00:18","0.331","-","1.07"
"2023/10/18","00:24","0.368","-","1.11"
"2023/10/18","00:30","0.415","-","1.16"
"2023/10/18","00:36","0.471","-","1.22"
"2023/10/18","00:42","0.535","-","1.31"
"2023/10/18","00:48","0.609","-","1.42"
"2023/10/18","00:54","0.692","-","1.55"
"2023/10/18","01:00","0.782","-","1.66"
"2023/10/18","01:06","0.882","-","1.8"
"2023/10/18","01:12","0.989","-","1.91"
"2023/10/18","01:18","1.103","-","2.02"
"2023/10/18","01:24","1.225","-","2.14"
"2023/10/18","01:30","1.354","-","2.28"
"2023/10/18","01:36","1.488","-","2.43"
"2023/10/18","01:42","1.629","-","2.57"
"2023/10/18","01:48","1.774","-","2.69"
"2023/10/18","01:54","1.924","-","2.83"
"2023/10/18","02:00","2.078","-","2.96"
"2023/10/18","02:06","2.235","-","3.11"
"2023/10/18","02:12","2.395","-","3.26"
"2023/10/18","02:18","2.558","-","3.4"
"2023/10/18","02:24","2.722","-","3.53"
"2023/10/18","02:30","2.887","-","3.69"
"2023/10/18","02:36","3.052","-","3.86"
"2023/10/18","02:42","3.218","-","4.04"
"2023/10/18","02:48","3.383","-","4.2"
"2023/10/18","02:54","3.547","-","4.34"
"2023/10/18","03:00","3.709","-","4.5"
"2023/10/18","03:06","3.87","-","4.66"
"2023/10/18","03:12","4.029","-","4.83"
"2023/10/18","03:18","4.185","-","4.99"
"2023/10/18","03:24","4.339","-","5.15"
"2023/10/18","03:30","4.489","-","5.3"
"2023/10/18","03:36","4.637","-","5.45"
"2023/10/18","03:42","4.78","-","5.6"
"2023/10/18","03:48","4.92","-","5.74"
"2023/10/18","03:54","5.056","-","5.87"
"2023/10/18","04:00","5.188","-","6.02"
"2023/10/18","04:06","5.315","-","6.17"
"2023/10/18","04:12","5.438","-","6.3"
"2023/10/18","04:18","5.556","-","6.43"
"2023/10/18","04:24","5.669","-","6.56"
"2023/10/18","04:30","5.776","-","6.68"
"2023/10/18","04:36","5.879","-","6.8"
"2023/10/18","04:42","5.976","-","6.92"
"2023/10/18","04:48","6.067","-","7.02"
"2023/10/18","04:54","6.152","-","7.14"
"2023/10/18","05:00","6.23","-","7.24"
"2023/10/18","05:06","6.302","-","7.33"
"2023/10/18","05:12","6.368","-","7.42"
"2023/10/18","05:18","6.426","-","7.49"
"2023/10/18","05:24","6.477","-","7.54"
"2023/10/18","05:30","6.521","-","7.6"
"2023/10/18","05:36","6.557","-","7.65"
"2023/10/18","05:42","6.585","-","7.71"
"2023/10/18","05:48","6.605","-","7.74"
"2023/10/18","05:54","6.617","-","7.76"
"2023/10/18","06:00","6.621","-","7.75"
"2023/10/18","06:06","6.616","-","7.74"
"2023/10/18","06:12","6.603","-","7.73"
"2023/10/18","06:18","6.582","-","7.71"
"2023/10/18","06:24","6.552","-","7.67"
"2023/10/18","06:30","6.514","-","7.63"
"2023/10/18","06:36","6.468","-","7.56"
"2023/10/18","06:42","6.413","-","7.48"
"2023/10/18","06:48","6.35","-","7.39"
"2023/10/18","06:54","6.28","-","7.3"
"2023/10/18","07:00","6.202","-","7.2"
"2023/10/18","07:06","6.117","-","7.09"
"2023/10/18","07:12","6.024","-","6.99"
"2023/10/18","07:18","5.926","-","6.89"
"2023/10/18","07:24","5.82","-","6.78"
"2023/10/18","07:30","5.709","-","6.66"
"2023/10/18","07:36","5.592","-","6.53"
"2023/10/18","07:42","5.47","-","6.4"
"2023/10/18","07:48","5.343","-","6.27"
"2023/10/18","07:54","5.212","-","6.14"
"2023/10/18","08:00","5.076","-","5.99"
"2023/10/18","08:06","4.938","-","5.85"
"2023/10/18","08:12","4.796","-","5.7"
"2023/10/18","08:18","4.652","-","5.55"
"2023/10/18","08:24","4.505","-","5.41"
"2023/10/18","08:30","4.358","-","5.25"
"2023/10/18","08:36","4.208","-","5.09"
"2023/10/18","08:42","4.059","-","4.93"
"2023/10/18","08:48","3.908","-","4.76"
"2023/10/18","08:54","3.758","-","4.6"
"2023/10/18","09:00","3.609","-","4.45"
"2023/10/18","09:06","3.461","-","4.3"
"2023/10/18","09:12","3.314","-","4.14"
"2023/10/18","09:18","3.169","-","3.98"
"2023/10/18","09:24","3.026","-","3.81"
"2023/10/18","09:30","2.885","-","3.65"
"2023/10/18","09:36","2.748","-","3.51"
"2023/10/18","09:42","2.613","-","3.36"
"2023/10/18","09:48","2.482","-","3.22"
"2023/10/18","09:54","2.355","-","3.08"
"2023/10/18","10:00","2.232","-","2.94"
"2023/10/18","10:06","2.113","-","2.83"
"2023/10/18","10:12","1.999","-","2.7"
"2023/10/18","10:18","1.889","-","2.58"
"2023/10/18","10:24","1.785","-","2.46"
"2023/10/18","10:30","1.685","-","2.35"
"2023/10/18","10:36","1.591","-","2.23"
"2023/10/18","10:42","1.502","-","2.12"
"2023/10/18","10:48","1.419","-","2.02"
"2023/10/18","10:54","1.342","-","1.93"
"2023/10/18","11:00","1.27","-","1.84"
"2023/10/18","11:06","1.204","-","1.76"
"2023/10/18","11:12","1.145","-","1.66"
"2023/10/18","11:18","1.092","-","1.59"
"2023/10/18","11:24","1.046","-","1.52"
"2023/10/18","11:30","1.006","-","1.48"
"2023/10/18","11:36","0.974","-","1.44"
"2023/10/18","11:42","0.948","-","1.4"
"2023/10/18","11:48","0.929","-","1.36"
"2023/10/18","11:54","0.918","-","1.34"
"2023/10/18","12:00","0.915","-","1.33"
"2023/10/18","12:06","0.919","-","1.32"
"2023/10/18","12:12","0.931","-","1.33"
"2023/10/18","12:18","0.951","-","1.35"
"2023/10/18","12:24","0.979","-","1.38"
"2023/10/18","12:30","1.016","-","1.42"
"2023/10/18","12:36","1.061","-","1.47"
"2023/10/18","12:42","1.115","-","1.52"
"2023/10/18","12:48","1.177","-","1.6"
"2023/10/18","12:54","1.248","-","1.68"
"2023/10/18","13:00","1.327","-","1.78"
"2023/10/18","13:06","1.414","-","1.89"
"2023/10/18","13:12","1.51","-","1.99"
"2023/10/18","13:18","1.613","-","2.11"
"2023/10/18","13:24","1.725","-","2.23"
"2023/10/18","13:30","1.844","-","2.36"
"2023/10/18","13:36","1.97","-","2.49"
"2023/10/18","13:42","2.102","-","2.62"
"2023/10/18","13:48","2.241","-","2.76"
"2023/10/18","13:54","2.386","-","2.9"
"2023/10/18","14:00","2.537","-","3.05"
"2023/10/18","14:06","2.692","-","3.21"
"2023/10/18","14:12","2.851","-","3.35"
"2023/10/18","14:18","3.014","-","3.52"
"2023/10/18","14:24","3.18","-","3.67"
"2023/10/18","14:30","3.348","-","3.81"
"2023/10/18","14:36","3.518","-","3.97"
"2023/10/18","14:42","3.689","-","4.14"
"2023/10/18","14:48","3.861","-","4.31"
"2023/10/18","14:54","4.033","-","4.48"
"2023/10/18","15:00","4.205","-","4.65"
"2023/10/18","15:06","4.375","-","4.82"
"2023/10/18","15:12","4.544","-","4.99"
"2023/10/18","15:18","4.711","-","5.15"
"2023/10/18","15:24","4.875","-","5.32"
"2023/10/18","15:30","5.036","-","5.48"
"2023/10/18","15:36","5.195","-","5.65"
"2023/10/18","15:42","5.349","-","5.8"
"2023/10/18","15:48","5.5","-","5.97"
"2023/10/18","15:54","5.647","-","6.13"
"2023/10/18","16:00","5.789","-","6.28"
"2023/10/18","16:06","5.927","-","6.44"
"2023/10/18","16:12","6.06","-","6.57"
"2023/10/18","16:18","6.187","-","6.71"
"2023/10/18","16:24","6.31","-","6.83"
"2023/10/18","16:30","6.427","-","6.97"
"2023/10/18","16:36","6.539","-","7.1"
"2023/10/18","16:42","6.645","-","7.22"
"2023/10/18","16:48","6.745","-","7.34"
"2023/10/18","16:54","6.839","-","7.46"
"2023/10/18","17:00","6.927","-","7.57"
"2023/10/18","17:06","7.009","-","7.65"
"2023/10/18","17:12","7.084","-","7.74"
"2023/10/18","17:18","7.152","-","7.84"
"2023/10/18","17:24","7.213","-","7.91"
"2023/10/18","17:30","7.267","-","7.99"
"2023/10/18","17:36","7.314","-","8.05"
"2023/10/18","17:42","7.353","-","8.1"
"2023/10/18","17:48","7.384","-","8.15"
"2023/10/18","17:54","7.407","-","8.2"
"2023/10/18","18:00","7.423","-","8.22"
"2023/10/18","18:06","7.43","-","8.23"
"2023/10/18","18:12","7.428","-","8.23"
"2023/10/18","18:18","7.419","-","8.25"
"2023/10/18","18:24","7.4","-","8.24"
"2023/10/18","18:30","7.373","-","8.22"
"2023/10/18","18:36","7.338","-","8.19"
"2023/10/18","18:42","7.294","-","8.15"
"2023/10/18","18:48","7.241","-","8.07"
"2023/10/18","18:54","7.18","-","7.99"
"2023/10/18","19:00","7.11","-","7.92"
"2023/10/18","19:06","7.032","-","7.82"
"2023/10/18","19:12","6.946","-","7.73"
"2023/10/18","19:18","6.853","-","7.64"
"2023/10/18","19:24","6.751","-","7.53"
"2023/10/18","19:30","6.643","-","7.42"
"2023/10/18","19:36","6.528","-","7.3"
"2023/10/18","19:42","6.406","-","7.19"
"2023/10/18","19:48","6.277","-","7.04"
"2023/10/18","19:54","6.143","-","6.91"
"2023/10/18","20:00","6.003","-","6.79"
"2023/10/18","20:06","5.859","-","6.63"
"2023/10/18","20:12","5.709","-","6.5"
"2023/10/18","20:18","5.556","-","6.33"
"2023/10/18","20:24","5.399","-","6.17"
"2023/10/18","20:30","5.238","-","6.02"
"2023/10/18","20:36","5.075","-","5.86"
"2023/10/18","20:42","4.909","-","5.67"
"2023/10/18","20:48","4.742","-","5.51"
